id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
17565482,Nice & cozy 60 m2 flat in Berlin Prenzlauer Berg,38536289,David,Mitte,Brunnenstr. Süd,52.53533,13.40238,Entire home/apt,60,2,5,2017-04-09,0.15,1,0
17565717,Cozy and quiet Apartment in Friedrichshain,119252391,Maren,Pankow,Prenzlauer Berg Ost,52.52567,13.45425,Private room,39,3,6,2019-09-30,0.29,1,0
17565774,"cozy, bright room with an oriel",101503645,Anna,Mitte,Parkviertel,52.54957,13.35213,Private room,35,2,0,,,1,0
17566013,Berliner Zimmer in Neukölln,101972881,Jana,Neukölln,Reuterstraße,52.48428,13.43221,Private room,24,2,0,,,1,0
17567074,"Spacious, bright room with balcony in Tempelhof",31583272,Philipp,Tempelhof - Schöneberg,Mariendorf,52.44367,13.37395,Private room,29,2,30,2018-06-02,0.94,1,0
17567564,Lovely Spacious Room in the heart of Kreuzberg,102514522,Hank,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.50014,13.44067,Entire home/apt,75,2,21,2017-10-15,0.65,1,0
17569202,"Modern spacious room with balcony, super central",119286897,Daphne,Mitte,Brunnenstr. Süd,52.53042,13.40189,Private room,35,4,3,2018-05-28,0.15,1,101
17570005,Cosy room in Charlottenburg **close to S+U-Bahn**,48505274,Philipp,Charlottenburg-Wilm.,Mierendorffplatz,52.52851,13.29644,Private room,25,2,5,2017-05-28,0.16,1,0
17570706,Cosy apartment at the Mauerpark,107664925,Sassina,Pankow,Prenzlauer Berg Nordwest,52.54905,13.40141,Private room,52,5,5,2018-07-29,0.19,2,0
17571083,CREATIVE & SPACIOUS ROOM IN KREUZBERG,72934703,Toby,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49033,13.41537,Private room,45,1,10,2018-10-17,0.58,1,0
17573242,Lovely Flat In The Heart Of Prenzlauer Berg,12568617,Luisa,Pankow,Prenzlauer Berg Nord,52.5519,13.41581,Entire home/apt,63,4,3,2018-04-09,0.11,1,0
17573313,"Big, sunny room w balcony in the heart of Neukölln",115343674,Felicia,Neukölln,Rixdorf,52.48058,13.44358,Private room,32,2,16,2018-11-11,0.49,1,0
17577653,Very central Maisonette flat in Mitte OE32,47779600,Urs Und Ila,Mitte,Parkviertel,52.54376,13.34881,Entire home/apt,53,62,3,2019-08-31,0.28,18,52
17578401,Cosy Designer View Apartment Mitte,24082778,Julia,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.51242,13.42495,Entire home/apt,75,1,82,2019-10-25,2.52,1,131
17578520,Grand appartement sous les toits de Neukölln,2425138,Guillaume,Neukölln,Schillerpromenade,52.46757,13.42722,Entire home/apt,100,3,8,2019-10-13,0.29,1,54
17580693,"Gemütliches, Zentrales Zimmer mit Blick ins Grüne",119416956,Sven,Mitte,Parkviertel,52.55974,13.3557,Private room,35,2,26,2019-10-24,0.87,1,44
17581450,"KVH - Apt. ""Schloss Charlottenburg"" with EXTRAS",14117635,Sören,Charlottenburg-Wilm.,Mierendorffplatz,52.52355,13.30041,Entire home/apt,75,1,98,2019-11-08,3.36,2,156
17583960,"Room in Kreuzkölln, close to the canal",36716367,Eva,Neukölln,Reuterstraße,52.49482,13.42127,Private room,30,2,40,2019-06-26,1.27,1,0
17586062,For AWESOME People ONLY!,30923214,Shay,Mitte,Wedding Zentrum,52.54329,13.36213,Entire home/apt,49,2,6,2017-05-27,0.18,1,0
17589011,Sunny room at Baumschulenweg,29034210,Sara,Treptow - Köpenick,Baumschulenweg,52.46678,13.48882,Private room,20,2,9,2019-07-01,0.30,1,0
17590178,Big & cozy room in Friedrichshain with balcony!,10265378,Veronika,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51137,13.47202,Private room,42,3,24,2019-05-12,0.74,1,0
17590424,Keine,57779208,Jörg,Pankow,Prenzlauer Berg Süd,52.53593,13.42314,Entire home/apt,53,1,0,,,1,0
17591261,Cozy room  in central located appartment,39013808,Lisa,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.51712,13.45901,Private room,40,3,3,2017-08-16,0.10,1,20
17594964,Lovely room in hip Berlin-Neukölln,21115928,Erika,Neukölln,Schillerpromenade,52.46787,13.42384,Private room,60,2,42,2019-10-19,1.40,1,256
17596593,Pretty and cozy place in Prenzlauer Berg!,21738636,Cindy,Pankow,Prenzlauer Berg Nordwest,52.54849,13.40866,Private room,68,2,12,2018-09-09,0.37,1,0
17599881,Helles Appartement im Friedrichshainer Kiez,58230554,Anne,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51324,13.46849,Entire home/apt,33,1,5,2017-04-06,0.15,1,0
17600108,Nice and cosy room in Neuköllner WG,33575092,Tam,Neukölln,Rixdorf,52.47433,13.45048,Private room,22,3,4,2017-09-05,0.12,2,0
17600293,Basic room in kreuzberg,53547783,Vincent,Neukölln,Reuterstraße,52.49205,13.42791,Private room,26,1,167,2019-10-09,5.11,2,325
17601789,"Your favorite room near Mauerpark, Prenzlberg",94079603,Corvin,Pankow,Prenzlauer Berg Nordwest,52.5526,13.40109,Private room,36,2,49,2019-10-28,1.52,1,51
17601862,Cosy room in Schillerkiez/Neukölln,116993833,Doreen,Neukölln,Schillerpromenade,52.47936,13.42141,Private room,40,3,11,2019-06-11,0.35,1,0
17605564,Flat in Neukölln next to Landwehrkanal,119642593,Kristin,Neukölln,Reuterstraße,52.49102,13.43432,Entire home/apt,45,3,6,2017-05-23,0.19,1,0
17606281,Shiny and spacious room in Schoeneberg,26501076,Oleg,Tempelhof - Schöneberg,Schöneberg-Süd,52.48767,13.33842,Private room,30,7,26,2019-10-05,0.80,2,32
17607500,Sannshine Home,23864116,Susanna,Neukölln,Schillerpromenade,52.47587,13.42118,Entire home/apt,80,1,0,,,2,18
17612339,Super Central Cozy Balcony Apartment 55SQM,61930846,Alex,Mitte,Regierungsviertel,52.51499,13.3952,Entire home/apt,70,4,174,2019-11-12,5.38,1,97
17612879,Large and bright room with small balcony,10402682,Dominik,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.52501,13.45202,Private room,40,4,0,,,1,0
17613424,"Cosy, bright Apartment in Linienstr, Berlin-Mitte",13627224,Patrick,Mitte,Alexanderplatz,52.52858,13.39496,Entire home/apt,85,2,35,2018-12-02,1.08,1,0
17615699,Bright and Cosy Room in Shared Flat!,119755949,Samira-Lucy,Neukölln,Rixdorf,52.47927,13.4462,Private room,30,2,31,2019-08-07,0.98,1,0
17617010,"3 room Apartment, cosy and light in Friedrichshain",11922417,Lin,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.51909,13.45286,Entire home/apt,129,3,18,2019-09-30,0.60,1,70
17617056,Einzimmerwohnung 45 qm zentral Friedrichshain,119769112,Catharina,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50839,13.4697,Entire home/apt,45,14,1,2018-07-22,0.06,1,0
17618796,Huge flat in Pankow - the green district of Berlin,31447168,Anja,Pankow,Pankow Zentrum,52.57464,13.42028,Entire home/apt,77,5,3,2017-08-11,0.11,1,0
17620028,Nice Studio Flat in Reinickendorf,109270105,Mauro,Reinickendorf,West 4,52.577,13.32235,Entire home/apt,26,90,1,2018-10-08,0.07,7,0
17621107,Lightful room in Neukölln ☀️,23864116,Susanna,Neukölln,Schillerpromenade,52.47572,13.42091,Private room,35,1,3,2017-04-03,0.09,2,3
17621559,close to the center,29157759,Tinka,Mitte,Osloer Straße,52.55015,13.38662,Private room,28,5,3,2019-04-20,0.20,1,0
17623012,"Large room in Prenzlauer Berg, close to center.",7872431,,Pankow,Prenzlauer Berg Nord,52.54688,13.43112,Private room,20,7,1,2017-03-31,0.03,1,0
17623608,cozy room in berlin,119830685,Alina,Mitte,Parkviertel,52.55578,13.34278,Private room,75,1,0,,,1,0
17629750,Quiet & cosy room in Friedrichshain next to a park,119891007,Suzanne,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.51002,13.44785,Private room,34,3,94,2019-11-11,2.89,1,24
17629759,Cozy room in neukölln.,39691076,Bastian,Neukölln,Schillerpromenade,52.47715,13.42433,Private room,25,4,0,,,1,0
17630708,nice room to rent,119899563,Beata,Neukölln,Rixdorf,52.47266,13.44391,Private room,20,2,2,2017-10-31,0.08,1,0
17632976,Cozy room in Fancy appartement,55381454,Florian,Neukölln,Buckow,52.41379,13.40213,Private room,34,3,17,2017-07-12,0.52,1,0
17633106,SPACIOUS private cosy room in a nice flatshare,8080679,Mélodie,Mitte,Brunnenstr. Nord,52.54497,13.36806,Private room,63,4,32,2019-08-30,1.00,1,0
17639077,Quiet & cozy family apartment in historic building,8913380,Mani,Pankow,Prenzlauer Berg Südwest,52.53024,13.41523,Private room,85,7,3,2018-08-25,0.11,1,23
17639462,Splendida vista in Charlottenburg,109270105,Mauro,Spandau,Siemensstadt,52.53675,13.27426,Entire home/apt,27,90,2,2019-05-31,0.18,7,258
17644384,L-shaped Loft Room in the ❤ of Kreuzberg,118178824,Sascha,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49565,13.42316,Private room,64,3,48,2019-11-02,1.51,2,0
17646943,Big & Bright Room in Charlottenburg,14576607,Maria,Charlottenburg-Wilm.,Otto-Suhr-Allee,52.51788,13.30919,Private room,29,1,6,2017-05-02,0.19,1,0
17648507,Cozy apartment in the heart of Neukölln,14093687,Melanie,Neukölln,Reuterstraße,52.48592,13.43267,Private room,49,3,29,2019-09-29,0.90,1,71
17648724,Spacious room + big living room in Wedding,18123772,Anni,Mitte,Wedding Zentrum,52.54993,13.35722,Private room,20,2,14,2018-01-29,0.43,1,11
17649402,Lovely&calm private room in Schönebg/Tmphof border,108562153,Aymen,Tempelhof - Schöneberg,Tempelhof,52.46361,13.37145,Private room,49,2,103,2019-11-10,3.21,1,0
17650843,The entire apartment 4 you in the hearth of Berlin,47702685,Paul,Mitte,Alexanderplatz,52.52685,13.39427,Entire home/apt,95,1,220,2019-10-31,6.79,2,306
17652075,"Zimmer im Bergmannkiez Berlin, Kreuzberg",12351621,Nanuk,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49009,13.39233,Private room,19,4,5,2018-03-23,0.15,3,0
17659524,Charming Prenzlauer Berg Apartment in Heart of Bötzow,120094530,Rolf-Dieter,Pankow,Prenzlauer Berg Süd,52.53294,13.43231,Entire home/apt,124,31,10,2019-09-09,0.33,1,251
17659765,castle's room :),39416230,Rocco,Lichtenberg,Alt-Lichtenberg,52.51432,13.49715,Private room,20,1,7,2018-05-07,0.22,1,0
17659945,Zentraler heller Raum im Prenzlauer Berg,36372814,Marie,Pankow,Prenzlauer Berg Südwest,52.53405,13.40968,Private room,28,2,17,2019-05-18,0.54,1,11
17662888,Zimmer am Alex/ Bedroom at Alexanderplatz,22481313,Ute,Mitte,Alexanderplatz,52.52485,13.41031,Private room,48,3,27,2019-10-12,0.85,1,65
17663630,Beautiful two rooms apartment in Moabit,33836949,Musina,Mitte,Moabit West,52.52701,13.33013,Entire home/apt,37,15,0,,,1,0
17663760,"Stylish, Central Appartment",70739674,Rich,Tempelhof - Schöneberg,Schöneberg-Süd,52.48232,13.34867,Private room,40,5,43,2019-10-16,1.34,1,1
17664251,Hip Industrial City Apartment in Prenzlauerberg,120228470,Mica,Pankow,Pankow Süd,52.56256,13.40682,Entire home/apt,44,4,3,2019-08-05,0.55,1,0
17666099,Cosy flat with balcony near Treptower Park,12668539,Oliver,Treptow - Köpenick,Alt  Treptow,52.48772,13.45275,Entire home/apt,75,2,10,2019-07-13,0.31,1,0
17666279,Comfortable and bright room in Tempelhof,83792154,Jorge,Tempelhof - Schöneberg,Mariendorf,52.44576,13.38262,Private room,25,3,3,2017-04-17,0.09,1,0
17666657,Two COZY rooms in spacious flat with CUTE kitten,9194512,Joy,Neukölln,Neuköllner Mitte/Zentrum,52.47983,13.43134,Private room,35,200,20,2019-05-31,0.63,3,0
17667318,Big and cosy  flat with private garden,23002618,Clarissa,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50037,13.46749,Entire home/apt,48,4,9,2018-01-01,0.29,1,0
17667654,Modern & cozy at the heart of Neukolln - Berlin,5383857,Ailon+Naama,Neukölln,Neuköllner Mitte/Zentrum,52.48091,13.42617,Entire home/apt,65,3,9,2019-08-04,0.35,1,76
17667750,Hübsches Zimmer am Görlitzer Park,50238535,Aníl,Treptow - Köpenick,Alt  Treptow,52.48961,13.45577,Private room,18,7,0,,,1,0
17673384,CHARMING FLAT. BEST LOCATION. BIG TERRACE!,4892335,Angelina,Pankow,Prenzlauer Berg Südwest,52.53262,13.41531,Private room,70,2,68,2019-08-07,2.15,1,0
17673882,Quiet Room in Charlottenburg,20024969,Benedikt,Charlottenburg-Wilm.,Mierendorffplatz,52.52599,13.30673,Private room,35,4,6,2019-06-15,0.19,2,6
17674230,"Maisonette apartment in quit, family-friendly area",65341940,Tobias,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Nord,52.52194,13.44949,Entire home/apt,70,6,20,2019-11-10,0.63,1,2
17681569,"a real alive shared flat room, not a hotel",120412317,Jona,Mitte,Osloer Straße,52.55887,13.38269,Private room,19,3,0,,,1,0
17685173,"""Berlin-St.art"" Aparment for you!",1662533,Artur,Tempelhof - Schöneberg,Schöneberg-Nord,52.50141,13.35215,Entire home/apt,39,3,1,2017-10-09,0.04,1,0
17685218,Cosy 2-room flat with terrace in a great location,36559228,Farid,Tempelhof - Schöneberg,Tempelhof,52.47266,13.38403,Entire home/apt,33,3,22,2019-10-27,1.22,1,0
17687500,Central Room close to Mauerpark,16768055,Gina,Mitte,Brunnenstr. Süd,52.53541,13.39803,Private room,35,1,1,2017-07-09,0.03,1,0
17687950,2 Room Apartment in Berlin old building,1275576,Thomas,Mitte,Moabit West,52.52335,13.33792,Entire home/apt,62,2,26,2019-11-07,0.91,6,271
17688165,primeflats - City Apartment Prenzlauer Berg 1,1625771,Ben,Pankow,Prenzlauer Berg Nordwest,52.55086,13.40469,Entire home/apt,21,1,119,2019-11-12,3.94,55,170
17688168,primeflats - City Apartment Prenzlauer Berg 2,1625771,Ben,Pankow,Prenzlauer Berg Nordwest,52.54997,13.403,Entire home/apt,21,1,99,2019-11-12,3.22,55,174
17688173,primeflats - City Apartment Prenzlauer Berg 4,1625771,Ben,Pankow,Prenzlauer Berg Nordwest,52.55167,13.40321,Entire home/apt,21,1,65,2019-10-30,2.07,55,177
17688175,primeflats - City Apartment Prenzlauer Berg 5,1625771,Ben,Pankow,Prenzlauer Berg Nordwest,52.55083,13.40298,Entire home/apt,21,1,84,2019-10-28,2.72,55,157
17688176,primeflats - City Apartment Prenzlauer Berg 6,1625771,Ben,Pankow,Prenzlauer Berg Nordwest,52.55158,13.40323,Entire home/apt,21,1,61,2019-10-11,2.09,55,178
17688183,primeflats - City Apartment Prenzlauer Berg 9,1625771,Ben,Pankow,Prenzlauer Berg Nordwest,52.55172,13.40256,Entire home/apt,21,1,71,2019-10-28,2.30,55,173
17688187,primeflats - City Apartment Prenzlauer Berg 11,1625771,Ben,Pankow,Prenzlauer Berg Nordwest,52.55053,13.40376,Entire home/apt,21,1,69,2019-11-12,2.19,55,111
17688189,primeflats - City Apartment Prenzlauer Berg 10,1625771,Ben,Pankow,Prenzlauer Berg Nordwest,52.55197,13.40254,Entire home/apt,21,1,96,2019-11-04,3.14,55,134
17688227,primeflats - City Apartment Prenzlauer Berg 7,1625771,Ben,Pankow,Prenzlauer Berg Nordwest,52.55091,13.40455,Entire home/apt,21,1,118,2019-11-11,3.75,55,148
17688231,primeflats - City Apartment Prenzlauer Berg 8,1625771,Ben,Pankow,Prenzlauer Berg Nordwest,52.55059,13.40421,Entire home/apt,21,1,74,2019-11-01,2.32,55,170
17688899,Apartment in old building with private terrace,1275576,Thomas,Mitte,Moabit West,52.52296,13.33613,Entire home/apt,63,2,29,2019-11-07,0.90,6,276
17690068,BEAUTIFUL apartment in the heart of Kreuzkölln,15436178,Carmen,Neukölln,Reuterstraße,52.49276,13.42498,Entire home/apt,50,3,6,2017-11-05,0.18,1,0
17690902,Schlaf- und Arbeitszimmer mit Balkon in netter WG,120511953,Mathilde,Neukölln,Rixdorf,52.47848,13.44916,Private room,18,5,5,2017-08-19,0.16,1,0
17690903,Bright and welcoming room in Neukölln,76876047,Pia,Neukölln,Schillerpromenade,52.46968,13.42484,Private room,40,2,2,2017-03-26,0.06,1,0
17691050,Inside Berlin direkt am Checkpoint Charlie,120512025,Anna,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.50718,13.39027,Private room,47,1,119,2019-11-09,3.69,1,72
17691071,BERLIN CENTER/TIERGARTEN/SIEGESSÄULE.,120512570,Paul,Mitte,Moabit West,52.52297,13.33414,Private room,195,2,18,2018-09-21,0.55,1,0
17697313,Simple 1 private Bedroom in Berlin,4749614,Jennifer,Pankow,Helmholtzplatz,52.54378,13.42424,Private room,30,7,3,2018-04-30,0.11,1,0
17697319,Luxuriöses 140 qm Appartament im Herzen Berlins,120572813,Aleksandra,Mitte,Tiergarten Süd,52.50482,13.34667,Entire home/apt,265,2,67,2019-10-02,2.23,1,44
17697480,Cozy and bright 1-room flat in Prenzlauer berg,29846102,Tom,Pankow,Prenzlauer Berg Nordwest,52.5502,13.40769,Entire home/apt,70,2,0,,,1,0
17699105,Top located room in amazing Fhain,63615580,Lily,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51333,13.46926,Private room,20,2,8,2017-06-05,0.25,1,0
17699551,Trendiges 45qm-Studio mit Stuck und Wasserblick,8973399,Tom,Neukölln,Rixdorf,52.48272,13.44774,Entire home/apt,49,5,0,,,1,0
17708104,90m2 Penthouse w Terrace - Foodie & Art District,8012392,V,Mitte,Brunnenstr. Süd,52.53208,13.40028,Entire home/apt,80,1,0,,,1,0
17708380,Beautiful room in a flatshare,8359919,Oğuz,Charlottenburg-Wilm.,Westend,52.51752,13.28118,Private room,20,10,2,2017-09-11,0.07,1,0
17708457,Big and sunny room in Neukölln.,120685899,Rotem,Neukölln,Rixdorf,52.47824,13.44009,Private room,39,6,8,2019-08-13,0.25,2,0
17708463,Large room in the heart of Berlin,87780272,Lisa,Mitte,Moabit West,52.52711,13.33441,Private room,18,3,4,2017-10-26,0.13,1,0
17708581,primeflats - City Apartment Prenzlauer Berg 3,1625771,Ben,Pankow,Prenzlauer Berg Nordwest,52.55012,13.40277,Entire home/apt,21,1,72,2019-10-19,2.35,55,172
17709171,Idyllic Neuköln Haven next to Tempelhof Gardens,34906952,Annie,Neukölln,Schillerpromenade,52.47791,13.42309,Entire home/apt,89,6,1,2017-03-29,0.03,1,0
17714235,"Apt. in unique archit. and style, typical Berlin",11701433,Katharina,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.51503,13.46019,Entire home/apt,60,60,5,2019-07-31,0.18,2,268
17716536,Trendy room in the heart of Neukölln,120766199,Andreas,Neukölln,Schillerpromenade,52.47565,13.42426,Private room,45,4,39,2019-10-09,1.23,1,17
17717191,Nice Apartment (2-Zi) in Berlin (Mitte / Weding),120771690,Waldemar,Mitte,Wedding Zentrum,52.54086,13.35287,Entire home/apt,55,3,2,2017-08-18,0.07,1,0
17717300,Cozy room in a calm street of F-Hain,55871759,Domenico,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Nord,52.52375,13.4475,Private room,55,4,46,2019-11-11,1.66,1,51
17721644,Wunderschönes Zimmer am Prenzlauer Berg,120826321,Selina,Pankow,Prenzlauer Berg Süd,52.53396,13.437,Private room,15,14,0,,,1,0
17725741,"Big, cozy room in Neukölln - Rixdorf",120854130,Luki,Neukölln,Rixdorf,52.4712,13.45114,Private room,28,3,12,2018-06-23,0.39,1,0
17726971,Nice and bright room in a fine  studio apartment,39716890,Peter,Mitte,Moabit Ost,52.53346,13.35024,Private room,30,2,16,2017-05-30,0.50,2,0
17731431,Ferienunterkunft Berlin nahe der Gärten der Welt,120907540,Gisela,Marzahn - Hellersdorf,Biesdorf,52.53008,13.57399,Private room,70,3,21,2019-06-04,0.68,1,73
17731812,Großes helles Altbauzimmer im Herzen von Kreuzberg,42648992,Sylvia,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49399,13.43541,Private room,35,2,31,2019-11-02,1.61,1,41
17732298,★Amazing+balcony★massage chair+NETFLIX+near subway,120911257,Max,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Nord,52.52326,13.43464,Entire home/apt,100,3,95,2019-10-23,3.04,1,333
17734719,maybach studio - location. design. comfort.,114036993,Cos,Neukölln,Reuterstraße,52.49528,13.42217,Entire home/apt,72,4,181,2019-11-06,5.78,2,230
17740580,APARTMENT WITH GARDEN in BERLIN - KARLSHORST,121013424,Dago,Lichtenberg,Karlshorst,52.48298,13.52928,Entire home/apt,75,6,4,2019-09-08,0.31,1,62
17741498,Exclusive & quiet apartment in the heart of Berlin,45569143,Marc,Mitte,Regierungsviertel,52.50856,13.40402,Entire home/apt,85,2,106,2019-11-10,3.32,1,138
17743975,Quiet Home - directly in the city centre,11597128,Verena,Mitte,Alexanderplatz,52.52637,13.39126,Entire home/apt,200,2,29,2019-09-25,0.94,7,132
17750424,Gemütliche Unterkunft im Herzen Berlins,1191503,Conny,Charlottenburg-Wilm.,Kantstraße,52.50804,13.30568,Entire home/apt,79,2,3,2019-09-11,1.29,1,0
17756613,Cozy apartment near city center !,58299414,Antje,Pankow,Prenzlauer Berg Ost,52.53082,13.46191,Entire home/apt,20,1,36,2019-04-07,1.15,1,0
17757384,BEAUTIFUL-SPACE in Neukölln. Need a place to rest?,16269940,Josephine,Neukölln,Rixdorf,52.48183,13.44553,Private room,30,3,8,2017-09-23,0.25,1,0
17763329,Room in the Heart of Kreuzberg,9959539,Adela,Neukölln,Rixdorf,52.48591,13.44974,Entire home/apt,45,3,7,2019-08-31,0.31,2,26
17764364,"large, comfortable room in the center of berlin...",121246398,Elena,Tempelhof - Schöneberg,Schöneberg-Nord,52.50018,13.35811,Private room,40,1,127,2019-11-09,3.97,1,355
17767954,Spacious room with double bed in artist flat share,19217405,Marc,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.50145,13.43168,Private room,30,2,30,2019-09-12,0.94,2,0
17768539,1-Zimmerwohnung im Herzen Kreuzbergs,38004424,Sarah,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49506,13.42929,Entire home/apt,45,2,27,2019-10-20,0.87,1,0
17769036,"Berlin Center 
Brandenburg Gate 
Main Station",64389913,Ilhami,Mitte,Alexanderplatz,52.52453,13.3786,Entire home/apt,90,3,33,2019-10-21,1.64,1,14
17770220,"Room near Eiffel Tower: TXL 15 min, Center 20 min",121295429,Thomas,Mitte,Parkviertel,52.56151,13.33718,Private room,17,4,100,2019-01-01,3.18,1,0
17770917,Clean apartment near to the city center of Berlin,79092579,Sandra,Mitte,Parkviertel,52.5557,13.34301,Entire home/apt,55,14,0,,,1,0
17774341,"169 m2 große Wohnung, zentral, familienfreundlich",16055629,Alexandra,Mitte,Brunnenstr. Nord,52.53969,13.39988,Entire home/apt,210,5,3,2019-04-19,0.10,1,14
17776269,Dachgeschoss Dachterrasse Panorama Kreuzberg,27047894,Werner,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.49628,13.41281,Entire home/apt,80,3,22,2019-10-04,0.81,1,47
17776272,KaDeWe and ZOO! Business and Fun!,17997010,Elena,Tempelhof - Schöneberg,Schöneberg-Nord,52.50216,13.34177,Private room,55,1,40,2019-11-10,1.29,2,97
17778315,Helle Altbauwohnung in Szenekiez,8496211,Johanna,Neukölln,Neuköllner Mitte/Zentrum,52.4694,13.43431,Entire home/apt,60,2,6,2019-11-10,0.19,1,0
17783884,"Come, explore the local live.",22321563,Robert,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51159,13.45628,Private room,40,3,7,2017-05-08,0.22,1,0
17784245,"Bright, cozy apartment 10 minutes from city center",117681859,Max,Mitte,Parkviertel,52.55709,13.34432,Entire home/apt,56,4,13,2019-10-15,0.41,1,0
17786473,Hausboot-deLuxe mitten in Berlin,121479523,Jörn,Steglitz - Zehlendorf,Zehlendorf  Südwest,52.46796,13.19183,Entire home/apt,299,1,10,2019-03-03,0.32,1,157
17798444,Im Herzen Berlins - toller Altbau,12898066,Jennifer,Mitte,Alexanderplatz,52.52357,13.38403,Private room,44,1,3,2017-06-15,0.10,1,0
17799890,Typisch Neukölln - aber ruhig *,49843827,Helene,Neukölln,Neuköllner Mitte/Zentrum,52.47701,13.4371,Private room,27,1,3,2018-12-18,0.26,1,0
17801747,Spacious room in traditional Berlin apartment,14495640,Viola,Reinickendorf,Ost 1,52.56128,13.36751,Private room,35,2,47,2019-05-08,1.49,1,0
17802123,BEAUTIFUL flat in Kreuzkölln near the canal!,1712104,Audrey,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.4937,13.43323,Entire home/apt,60,3,45,2019-10-23,1.41,1,9
17802926,"Prenzlauerberg/Mitte: Old building, new experience",44868519,Niclas,Pankow,Prenzlauer Berg Südwest,52.53413,13.41508,Entire home/apt,35,1,8,2018-07-01,0.29,1,0
17803577,Nice privat room in a lovley flat,70954933,Marcel,Lichtenberg,Fennpfuhl,52.5279,13.47174,Private room,18,5,2,2019-07-01,0.40,1,5
17804004,Original Berlin-feeling Apartment in Schöneberg,121671653,Martin,Tempelhof - Schöneberg,Schöneberg-Nord,52.49317,13.36365,Entire home/apt,65,4,28,2019-10-29,0.89,1,56
17805305,huge apartment w. garden in splendid area (170m2),78571663,Nina,Steglitz - Zehlendorf,Drakestr.,52.44443,13.31334,Entire home/apt,130,6,3,2019-07-23,0.11,2,0
17807926,"Light, Peaceful “Altbau” Room in Top Location",1765249,Eliza,Pankow,Prenzlauer Berg Südwest,52.53581,13.40816,Private room,50,14,50,2019-06-30,1.61,1,132
17808156,Sonniges Zimmer mit Mediterane Flair,113591223,Tihana,Tempelhof - Schöneberg,Friedenau,52.4684,13.32359,Private room,40,3,40,2019-11-04,1.27,1,43
17817369,Bright and Cosy Apartment in Neukölln,85248607,Magdalena,Neukölln,Neuköllner Mitte/Zentrum,52.48056,13.42957,Entire home/apt,45,1,6,2018-01-24,0.19,1,0
17820338,Spacious room with access to the terrace,7447225,Judith,Mitte,Parkviertel,52.5522,13.34943,Private room,23,5,1,2017-03-29,0.03,1,0
17822654,Cozy place in Neukölln,121851646,Karl,Neukölln,Rixdorf,52.47073,13.45081,Private room,14,14,0,,,1,0
17827310,Beautiful brand new apartment!,18653220,Ido,Mitte,Brunnenstr. Nord,52.54007,13.40004,Entire home/apt,70,91,1,2018-09-30,0.07,3,163
17829196,Schönes Zimmer in Friedrichshain,38265499,Janina,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.51819,13.46754,Private room,17,2,13,2019-09-08,0.41,1,0
17829728,"I would say, it’s an amazing room ...",100950903,Gifty,Neukölln,Rixdorf,52.48236,13.45443,Private room,23,3,20,2018-12-12,0.66,1,0
17834531,Apartment Oasis in Mitte,1194258,Stefan,Mitte,Brunnenstr. Süd,52.53202,13.39037,Entire home/apt,100,3,73,2019-10-23,2.55,13,55
17834870,Charming Charlottenburg 70m2 & balcony,24513237,Lia,Charlottenburg-Wilm.,Schloß Charlottenburg,52.51808,13.29852,Entire home/apt,125,2,56,2019-08-30,1.96,1,0
17836549,Cozy room in spacious flat with kitten,9194512,Joy,Neukölln,Neuköllner Mitte/Zentrum,52.4815,13.43133,Private room,25,2,17,2018-09-26,0.54,3,0
17837206,primeflats - Mauerpark Loft 1 - Groundbase,1625771,Ben,Pankow,Prenzlauer Berg Nordwest,52.54884,13.41173,Entire home/apt,21,1,64,2019-11-12,2.10,55,162
