id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
27516513,wunderschönes zimmer!,207498630,Derin,Mitte,Alexanderplatz,52.52088,13.40391,Private room,51,2,0,,,1,0
27519138,"Cozy apartment near public transport, city center",207528266,Judy,Mitte,Wedding Zentrum,52.54334,13.36256,Entire home/apt,52,10,2,2018-11-05,0.14,1,0
27521072,"Luxurious private room in Sony Center, Mitte",207552522,Marie,Mitte,Tiergarten Süd,52.50926,13.37297,Private room,169,2,3,2018-10-18,0.21,1,0
27521989,Home away from Home,42412495,Chuala,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.50099,13.40926,Entire home/apt,82,3,13,2019-09-11,0.90,1,16
27522058,Modern & Comfy Room in the Middle of Berlin,67738324,Tim & Malou,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50913,13.46723,Private room,47,3,31,2019-11-09,2.09,1,99
27523946,Zimmer Nähe Mauerpark/Schönhauser Allee mit Katze,202123087,Sandra,Pankow,Pankow Zentrum,52.56481,13.40177,Private room,20,2,6,2018-09-01,0.39,2,257
27524512,Habitación con balcón,6772662,David,Reinickendorf,Ost 1,52.56093,13.37069,Private room,36,2,17,2019-11-11,1.12,1,105
27524867,Doppelbett für Musiker,70678345,Michael,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.48877,13.38896,Private room,89,1,9,2019-06-15,0.60,1,0
27525389,Cozy room north of central Berlin :),51843704,Roxane,Mitte,Osloer Straße,52.55546,13.38748,Private room,30,4,13,2019-11-06,1.10,1,59
27526602,Private room in shared Berlin design apartment,8636215,Andre,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50559,13.46143,Private room,100,3,24,2019-11-03,1.64,1,37
27527147,Very charming apartment next main points of Berlin,108854791,Raquel,Charlottenburg-Wilm.,Kantstraße,52.51093,13.31881,Entire home/apt,90,5,9,2019-10-13,0.59,2,129
27532912,Big and cosy private room in the city center,42084936,Anna,Tempelhof - Schöneberg,Schöneberg-Nord,52.49346,13.3488,Private room,35,1,7,2019-02-23,0.69,1,0
27535865,Most central flat in Berlin @ Alex! - Room 1/3,8537228,Kathrin,Mitte,Alexanderplatz,52.52052,13.41132,Private room,49,3,2,2018-09-17,0.14,3,0
27536423,Big Friedrichshain Room with Erker,151652241,Aurelie,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51202,13.4559,Private room,45,2,1,2018-10-12,0.08,2,0
27536908,Big & light-filled vintage Room,55661557,Vincent,Neukölln,Neuköllner Mitte/Zentrum,52.48111,13.42824,Private room,35,3,3,2019-07-20,0.24,1,0
27536996,Zentrales Zimmer für 2 Personen Nähe Mauerpark,33432331,Daniel,Mitte,Brunnenstr. Nord,52.54335,13.39157,Private room,60,5,4,2018-10-08,0.27,1,0
27537481,Private room in stunning location,207722711,Karina,Mitte,Alexanderplatz,52.52519,13.40738,Private room,39,3,5,2018-10-17,0.33,1,0
27538557,Most central flat in Berlin @ Alex! - Room 2/4,8537228,Kathrin,Mitte,Alexanderplatz,52.51964,13.41044,Private room,35,3,1,2018-09-23,0.07,3,0
27538701,Nicely furnished room with a view in Pankow,9480633,Nikolai,Pankow,Pankow Zentrum,52.5697,13.39948,Private room,29,1,10,2019-01-01,0.65,1,0
27539308,Boho-Style room with second level for one person,92442939,Helen,Charlottenburg-Wilm.,Neue Kantstraße,52.50754,13.30147,Private room,16,5,2,2018-09-11,0.13,1,363
27546457,Cosy Central Apartment for Two,98833259,Oskar,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.4946,13.41868,Entire home/apt,60,2,13,2019-09-29,0.84,1,263
27547671,Huge Room in Penthouse,24925963,Liza,Neukölln,Reuterstraße,52.48145,13.43916,Private room,35,2,18,2019-04-17,1.20,2,0
27549377,Stylish & Cozy apartment in Mitte/Prenzlauerberg,7257673,Mark,Mitte,Brunnenstr. Süd,52.53509,13.40021,Entire home/apt,350,2,3,2019-02-17,0.20,1,0
27550198,Small room but very cozy in mahlsdorf Berlin!!,207851678,Ahmed,Marzahn - Hellersdorf,Mahlsdorf,52.48392,13.58827,Private room,26,4,44,2019-10-20,2.99,2,18
27551986,Luxurious loft style apartment S74,126138928,Ingmar,Steglitz - Zehlendorf,Schloßstr.,52.46449,13.31731,Entire home/apt,95,2,29,2019-10-30,1.98,1,337
27555788,Lovely small room. 20 min from The City,205183341,Jeff,Lichtenberg,Alt-Hohenschönhausen Süd,52.54472,13.49649,Private room,30,1,85,2019-11-03,5.59,1,123
27558695,Large apartment with two bedrooms in Mitte/Wedding,207929989,Eva,Mitte,Brunnenstr. Nord,52.53964,13.37624,Private room,40,1,6,2019-09-08,0.56,3,0
27560722,Private room in downtown of Berlin,62812112,Yong Hyun,Mitte,Moabit Ost,52.51733,13.33787,Private room,30,1,3,2018-08-23,0.20,2,0
27560881,"Schöner Rückzugsort in bester Lage, Mitte F-Hain",66037563,David,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.51063,13.45076,Private room,48,1,9,2019-09-16,0.62,1,78
27565431,One cozy flat near Warschauer,207976225,Smail,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50147,13.4568,Entire home/apt,58,25,21,2019-10-18,1.37,1,28
27570328,Small & Cozy private flat in Center,8352944,Karim,Mitte,Wedding Zentrum,52.54388,13.35863,Entire home/apt,30,2,6,2019-01-13,0.55,1,0
27571086,Small Private Room in Beautiful Schöneberg,6618833,Nathalie,Charlottenburg-Wilm.,Volkspark Wilmersdorf,52.48987,13.33542,Private room,25,2,4,2018-08-24,0.26,1,0
27572024,Quiet peaceful room in Schoneberg,3017491,Miranda,Tempelhof - Schöneberg,Schöneberg-Süd,52.48266,13.35447,Private room,32,6,0,,,1,0
27572734,Storchi`s Motel,3025096,Elisabeth,Mitte,Brunnenstr. Süd,52.53659,13.37684,Private room,58,1,3,2018-09-12,0.19,2,0
27574236,Berlin Zimmer mit Doppelbett in Einfamilienhaus,206176712,,Neukölln,Rudow,52.40855,13.50484,Private room,29,1,199,2019-11-04,13.01,1,349
27574269,Big room with balcony in a cozy shared flat,63465473,Seb,Mitte,Osloer Straße,52.56243,13.394,Private room,15,5,0,,,1,0
27576890,Colorful room in turn of the century apartment,79002334,Laura,Pankow,Pankow Zentrum,52.56655,13.39653,Private room,17,4,9,2019-06-10,0.60,1,12
27577073,"Berlin, Mitte",208071051,Max,Mitte,Alexanderplatz,52.51432,13.42163,Private room,35,1,26,2019-03-26,1.70,1,0
27577470,Cozy room in modern apartment in Berlin Center,74475707,Evelin,Pankow,Weißensee,52.54567,13.4511,Private room,35,2,5,2019-10-27,0.39,1,316
27579085,A central a private apartment in Kreuzberg,174625090,Elias,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.49966,13.40493,Private room,80,1,10,2019-11-03,0.71,1,22
27585439,Cosy room,8853584,Torsten,Mitte,Parkviertel,52.54845,13.33844,Shared room,33,1,12,2019-10-16,1.13,3,179
27587339,Berlin Wohnung,161538164,Angela,Charlottenburg-Wilm.,Kantstraße,52.51001,13.30711,Private room,35,3,3,2019-06-29,0.20,1,11
27591362,Cozy Private Room for 1-2 guests in Kreuzberg,181441777,Freiraum Hostel,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49743,13.42993,Private room,100,1,0,,,7,90
27592142,Private Dorm with bunkbeds in Kreuzberg,181441777,Freiraum Hostel,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49903,13.42816,Private room,100,1,18,2019-11-03,1.21,7,362
27592241,sunny rooftop 2-balcony apartment in mitte,6579633,Nicole,Mitte,Alexanderplatz,52.52728,13.38996,Entire home/apt,120,4,23,2019-10-30,1.52,1,21
27592366,Discover Berlin - Start In Kreuzberg!,181441777,Freiraum Hostel,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.4971,13.42984,Private room,100,1,2,2019-07-22,0.29,7,90
27594539,Apartment 2 in Agricola str. Berlin Tiergarten,175070436,William,Mitte,Moabit West,52.52111,13.33382,Private room,50,6,10,2019-10-11,0.73,2,365
27597736,Bright and clean room in an attic appartment,131288058,Johnson,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50479,13.46897,Private room,58,3,8,2019-10-28,0.54,1,56
27598847,Hinterhaus Wohnung in Kreuzberg,45390345,Johanna,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.4971,13.42938,Private room,26,3,6,2018-09-06,0.39,1,0
27600032,Renting out cozy room in Bergmannkiez,60761078,Sandra,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49022,13.39206,Private room,27,3,8,2019-09-28,0.52,3,0
27602085,Clean and bright appartment in Berlin Mitte,133743061,Max,Mitte,Brunnenstr. Süd,52.53319,13.40706,Private room,35,3,2,2018-10-30,0.13,1,0
27602474,Quiet room in Friedrichshain,26066545,Yai,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50952,13.47032,Private room,20,7,4,2019-02-08,0.27,1,0
27602698,Cosy room in Berlin WEDDING,122883263,Valentina,Mitte,Brunnenstr. Nord,52.54511,13.36994,Private room,26,3,8,2018-12-19,0.53,2,0
27603662,Cosy flat in Schöneberg,50142974,Nesse,Tempelhof - Schöneberg,Friedenau,52.46706,13.34459,Entire home/apt,45,3,10,2019-08-18,0.66,1,0
27604452,Bright Room in Berlin Studio-Apartment,10156282,Anna,Neukölln,Neuköllner Mitte/Zentrum,52.46767,13.43163,Entire home/apt,50,2,7,2019-09-13,0.48,1,84
27604922,"Spacious, light filled room Berlin, Neukölln",3265921,Veronika,Neukölln,Rixdorf,52.484,13.44625,Private room,45,2,9,2019-10-26,0.61,2,0
27605273,"Super central, bright and lovely room in Kreuzberg",26511885,Chelsea,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.50351,13.37788,Private room,50,2,4,2019-06-16,0.28,1,0
27616925,beautiful sunny room with balcony,35442161,Saskia,Neukölln,Rixdorf,52.47035,13.4425,Private room,75,1,7,2019-10-12,0.48,1,4
27617673,Cosy and Central Apartment,11597128,Verena,Mitte,Regierungsviertel,52.51872,13.38533,Entire home/apt,150,3,15,2019-09-30,1.62,7,319
27621598,Big and quiet room in Berlin Schöneberg,77695541,Martin,Tempelhof - Schöneberg,Schöneberg-Süd,52.48622,13.34305,Private room,32,1,3,2018-09-02,0.20,1,0
27622100,Dachterrassen Zimmer 1-2 Pers. in Kberg am Schlesi,47629088,Tatjana,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.50396,13.43838,Private room,39,1,6,2019-11-08,6,1,54
27622108,Wohnung in Berlin Neukölln,80212545,Wiebke,Neukölln,Rixdorf,52.48575,13.4487,Entire home/apt,140,1,6,2019-02-03,0.40,2,0
27622364,"Bright, spacious double in Neukölln / Shillerkiez",22398404,Lucinda,Neukölln,Neuköllner Mitte/Zentrum,52.48228,13.42598,Private room,39,2,10,2019-10-24,0.67,1,14
27622466,Cosy Room near Kurfürstendamm/Messe/ZOB,3524996,Marc,Charlottenburg-Wilm.,Grunewald,52.49461,13.28555,Private room,30,1,51,2019-10-19,3.35,1,63
27626205,Modern room with balcony in center Friedrichshain,208471899,Anna,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.51912,13.46133,Private room,70,2,0,,,1,87
27627221,Spacious modern rooftop loft in vibrant MITTE!!!,208443009,Egil,Mitte,Alexanderplatz,52.52467,13.38003,Entire home/apt,119,3,43,2019-10-28,3.01,1,18
27627773,Airy & Big Room in Heart of Charlottenburg,109702489,Konrad,Charlottenburg-Wilm.,Halensee,52.49991,13.29774,Private room,30,9,1,2018-09-22,0.07,1,0
27629025,Lovely flat in the ♥ of Kreuzberg,18415404,Mai,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49178,13.41324,Private room,54,2,2,2019-02-16,0.14,1,7
27629634,Green south Berlin suite,37209638,Yess,Steglitz - Zehlendorf,Albrechtstr.,52.44795,13.35207,Private room,30,2,6,2019-10-25,0.41,1,163
27634356,*Crazy Berlin* wohnen wie bei Freunden,208470012,Rene,Charlottenburg-Wilm.,Düsseldorfer Straße,52.49677,13.30713,Entire home/apt,100,2,1,2018-10-21,0.08,1,317
27635086,Berlin Apartment,104357236,Ilan,Steglitz - Zehlendorf,Drakestr.,52.42823,13.30483,Entire home/apt,65,5,17,2019-09-05,1.14,1,28
27644623,Big 25m2 bright room close to Frankfurter Allee!,58238664,Tobias,Lichtenberg,Alt-Lichtenberg,52.51408,13.48158,Private room,22,4,1,2018-08-23,0.07,1,0
27645497,Apartment 7 at Görlitzer Park - Kreuzberg,190957759,Stella,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49475,13.44416,Entire home/apt,125,1,97,2019-11-10,6.86,16,139
27646616,‘,208294963,Long,Lichtenberg,Neu Lichtenberg,52.50334,13.48761,Entire home/apt,30,2,34,2019-04-23,2.23,1,0
27648392,Schöne Wohnung mit Balkon / Lovely Apartment,208645599,Patrick,Neukölln,Rixdorf,52.47098,13.44448,Entire home/apt,100,6,2,2018-09-04,0.14,1,9
27649100,Zuhause in Mitte - Schönes Apartment mit Terrasse,173692390,Sibo,Mitte,Brunnenstr. Süd,52.53455,13.37949,Entire home/apt,80,2,7,2018-10-21,0.48,1,0
27650126,"Quiet, bright room in Neukölln",87517740,Lukas,Neukölln,Neuköllner Mitte/Zentrum,52.46622,13.44038,Private room,19,2,6,2019-01-13,0.42,1,0
27650300,100m2 rooftop apartment in heartof BerlinKreuzberg,63756766,Nebil,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.50023,13.38874,Private room,130,3,2,2019-07-01,0.13,1,0
27652032,Ruhige Altbau Wohnung in Berlin Schöneberg,9965443,Virginia,Tempelhof - Schöneberg,Schöneberg-Nord,52.49675,13.34257,Entire home/apt,55,75,0,,,1,37
27654894,Bright Kreuzberg Artist Apartment,167534450,Billie,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.5022,13.43675,Entire home/apt,170,2,3,2019-09-01,0.20,1,0
27654946,Berlin Metropolitan Apartment,9787640,Barbara & Hubertus,Charlottenburg-Wilm.,Schmargendorf,52.47088,13.29306,Entire home/apt,250,1,3,2018-11-01,0.23,1,0
27655569,Sunny room in the heart of Neukölln.,117446866,Moritz,Neukölln,Schillerpromenade,52.47675,13.42526,Private room,23,1,5,2018-08-31,0.33,2,0
27657259,Atze -  Modernes Apartment Berlin Mitte - Wedding,208721377,Maria + Benno,Mitte,Parkviertel,52.54773,13.34658,Entire home/apt,69,3,4,2019-06-12,0.26,1,124
27657345,"Luxury Maisonette 2 floors,2 Full Bath,Mitte City",167881332,Eugen,Mitte,Brunnenstr. Süd,52.53279,13.39768,Entire home/apt,189,1,53,2019-10-28,3.61,10,149
27658359,Great room in the heart of Kreuzberg,49094711,Halina & Jan,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49095,13.39422,Private room,65,2,85,2019-10-29,5.60,1,1
27658367,Großzügige typische Berliner Altbauwohnung (170m²),128884990,Miriam,Charlottenburg-Wilm.,Düsseldorfer Straße,52.49758,13.33783,Private room,65,2,5,2019-06-09,0.34,1,4
27666838,Quiet Berlin Apartment looking at the park,200098082,Anna,Lichtenberg,Fennpfuhl,52.52727,13.48219,Entire home/apt,40,4,0,,,1,0
27667172,* gemütliches Bett im schönen Wedding *,16914022,Marta,Mitte,Parkviertel,52.5509,13.33936,Private room,20,5,39,2019-09-11,2.62,1,0
27671413,Cozy room with spacious balcony,208849155,Regina,Mitte,Osloer Straße,52.55559,13.38698,Private room,35,3,1,2018-09-01,0.07,1,0
27672813,Charming Room with BALCONY (yey) in Berlin,3231616,Lena,Pankow,Prenzlauer Berg Nord,52.54276,13.43623,Private room,35,8,3,2019-05-11,0.23,2,0
27674562,Artist Styled with Balcony in Prenzlauer Berg,6650021,Snowy,Pankow,Prenzlauer Berg Nordwest,52.55487,13.414,Entire home/apt,80,10,7,2019-07-08,0.52,1,0
27678046,Bright and Sunny Room in Beautiful Friedrichshain,151205095,Maja,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50958,13.47177,Private room,45,4,29,2019-09-29,1.94,2,0
27686631,Dachtraum  - Stopover in the Attic,27493890,Lukas,Mitte,Tiergarten Süd,52.50383,13.35768,Private room,40,3,2,2018-08-20,0.13,1,0
27688189,Cozy Room In Neukölln,8173886,Sofija,Neukölln,Rixdorf,52.48098,13.4385,Private room,45,3,1,2018-09-01,0.07,1,0
27688938,1 room with 1 private bath in Hackescher Markt,131023649,Kaoru,Mitte,Alexanderplatz,52.52197,13.40586,Private room,40,60,1,2018-12-11,0.09,3,165
27689366,Apartment in Berlin,37156889,Anna,Pankow,Prenzlauer Berg Südwest,52.53859,13.4072,Entire home/apt,70,1,3,2019-09-09,0.30,1,42
27689830,1 room with private bathroom in Hackescher Markt.,131023649,Kaoru,Mitte,Alexanderplatz,52.52124,13.40604,Private room,35,60,1,2018-11-01,0.08,3,165
27693673,Quiet Room nearby Schönhauser Allee ->PRENZL. BERG,209047536,Karsten,Pankow,Prenzlauer Berg Nordwest,52.55004,13.40848,Private room,35,2,13,2019-11-10,0.89,1,4
27693964,Centralissimo monolocale a Prenzlauer Berg,63262227,Aloisio,Pankow,Prenzlauer Berg Nord,52.54683,13.42642,Entire home/apt,100,1,5,2019-04-27,0.33,1,17
27694376,"Very spacious  room,15 min away from the center :)",188821864,Mari,Mitte,Parkviertel,52.55695,13.3433,Private room,30,2,9,2019-10-14,0.60,1,0
27695917,Studio Apartment Schöneberg,209054839,Engin,Tempelhof - Schöneberg,Schöneberg-Süd,52.48443,13.36244,Entire home/apt,36,2,0,,,1,0
27695919,Designer Loft - Berlin Style - Welcome Home,46621075,Simone,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.50392,13.41472,Entire home/apt,135,3,25,2019-11-03,1.77,1,170
27699146,"Bright, quiet room in central Friedrichshain",58302009,Grzegorz,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51125,13.46594,Private room,35,3,1,2018-08-24,0.07,1,0
27699236,Schöner Altbau in bester Lage. Zu Fuß zum Ku’damm,34106903,Kira,Charlottenburg-Wilm.,Neue Kantstraße,52.50522,13.29936,Entire home/apt,99,4,1,2018-11-09,0.08,1,0
27699790,Nice & Bright Room with Balcony near Checkpoint C.,50663773,Nicolas,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.50533,13.399,Private room,36,3,18,2019-06-02,1.19,1,0
27699814,Nice quiet room to sleep and work in large apt.,3347060,Cora,Mitte,Wedding Zentrum,52.5506,13.37099,Private room,60,2,15,2019-09-15,1.03,2,74
27704760,Stylish & Central Munich Apartment,146706943,Jörg,Neukölln,Rixdorf,52.47079,13.44338,Private room,145,1,0,,,1,365
27709377,Classic Kreuzberg 2 BR Gem,740538,Lindsay,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49618,13.4275,Entire home/apt,125,1,2,2018-08-18,0.13,1,135
27709730,Gemütliche 2-Zimmerwohnung in Berlin-Pankow,209199022,Rosemarie,Pankow,Weißensee,52.55766,13.43393,Entire home/apt,60,4,2,2018-09-09,0.14,1,0
27709750,Quiet Comfortable Apartment Berlin w. Balcony,209199458,Annette & Burkhard,Charlottenburg-Wilm.,Charlottenburg Nord,52.53898,13.28195,Entire home/apt,95,5,12,2019-10-01,0.83,1,298
27711506,Private double room - 10 min to Alexander Platz,39693964,Jorge,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.49982,13.42292,Private room,50,4,47,2019-11-06,3.27,1,135
27712888,Stylish apartment in Berlin Mitte,5520777,Mike,Mitte,Brunnenstr. Süd,52.53484,13.39309,Entire home/apt,120,5,2,2018-10-05,0.14,1,0
27714168,Most central flat in Berlin @ Alex! - Room 4/4,8537228,Kathrin,Mitte,Alexanderplatz,52.52044,13.41149,Private room,30,2,2,2018-09-23,0.14,3,0
27715582,Nice 2-room apartment in the center of Neukölln,9780893,Vivian,Neukölln,Neuköllner Mitte/Zentrum,52.48013,13.43272,Private room,30,3,5,2019-10-14,2.46,1,1
27717158,Caravan in zentraler Lage zur City Alex u. Zoo,4311528,Mike,Lichtenberg,Neu Lichtenberg,52.50174,13.47907,Entire home/apt,38,3,41,2019-10-27,2.72,1,19
27717839,Helles individuelles Apartment Nähe Kurfürstendamm,53859611,Josephin,Mitte,Moabit West,52.52506,13.33244,Entire home/apt,100,1,14,2018-10-21,0.92,1,0
27718660,Spacious room in Berlin,9848312,Tércia,Reinickendorf,West 1,52.57481,13.27515,Private room,12,2,14,2019-08-29,0.94,1,0
27721266,Möblierte 2 Raumwohnung mit Tiefgarage,209258189,Benyamin,Marzahn - Hellersdorf,Biesdorf,52.51682,13.56514,Entire home/apt,60,5,2,2018-09-15,0.14,1,0
27722993,Cozy apartment in Berlin Mitte,72353846,Andrea,Mitte,Alexanderplatz,52.51243,13.41722,Entire home/apt,75,5,5,2019-06-30,0.64,1,5
27724382,Small cosy bedroom in Berlin city center,209307705,Maik,Pankow,Prenzlauer Berg Südwest,52.53052,13.40875,Private room,55,2,48,2019-11-08,3.23,1,92
27725940,Lovely Room + Balcony,21526789,Lisa,Lichtenberg,Alt-Lichtenberg,52.51891,13.48625,Private room,100,5,21,2019-07-07,1.45,2,73
27726162,Cozy Apartment,28667689,Melanie,Charlottenburg-Wilm.,Schmargendorf,52.47902,13.30952,Private room,64,1,1,2018-08-16,0.07,1,0
27726481,Ruhige Oase im hippen Gräfekiez / Kreuzberg,27301003,Rasmus,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49464,13.41582,Entire home/apt,80,10,2,2019-04-24,0.14,1,0
27727433,Beautiful romm in Luxurious Penthause,174343869,Marcela,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.5117,13.45179,Private room,50,2,11,2019-10-06,0.73,3,0
27727744,Beautiful Luxury Penthaus near East-Side Gallery,174343869,Marcela,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.51184,13.45152,Entire home/apt,400,3,9,2019-10-19,0.63,3,0
27729562,Post-modern Berlin Altbau,4142348,Kemal,Tempelhof - Schöneberg,Schöneberg-Süd,52.48547,13.35396,Entire home/apt,80,2,23,2019-10-20,1.63,1,27
27737734,Zimmer am Bundesplatz,29630469,Jonas,Charlottenburg-Wilm.,Volkspark Wilmersdorf,52.47979,13.32822,Private room,16,19,1,2018-10-21,0.08,1,0
27738132,Cos place for 4,3380454,Fieber,Mitte,Wedding Zentrum,52.53994,13.35726,Private room,25,3,7,2019-01-01,0.47,2,0
27740135,Cozy apartment in the heart of Schöneberg,14544826,Clara,Tempelhof - Schöneberg,Schöneberg-Süd,52.48239,13.3577,Private room,40,3,2,2019-02-11,0.14,1,0
27740862,Lovely room in a renovated flat in Friedrichshain,131937452,Janine,Lichtenberg,Frankfurter Allee Süd,52.50946,13.47641,Private room,35,7,3,2019-10-27,0.20,1,0
27741271,Cozy Maisonette-Room in buddhist center / Berlin,147647876,Dharma Mati,Charlottenburg-Wilm.,Westend,52.51615,13.27894,Private room,90,2,4,2019-10-25,0.35,4,333
27741319,Beautiful 25qm room in old building with balkony,35542864,Rodja,Pankow,Prenzlauer Berg Nordwest,52.54567,13.40603,Private room,30,10,6,2019-10-29,0.41,1,279
27741406,Studio im Herzen des Szeneviertels Kreuzberg,48888020,Susanne,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49839,13.4451,Entire home/apt,50,3,6,2019-10-02,0.42,1,0
27742744,Light Room + Balkony  in beautiful neighbourhood,209451588,Beate,Tempelhof - Schöneberg,Schöneberg-Süd,52.48614,13.3666,Private room,59,2,9,2019-09-09,0.60,1,73
27744850,Kanzow,209466384,Alexander,Pankow,Helmholtzplatz,52.54482,13.42481,Entire home/apt,100,3,3,2019-10-06,0.37,1,0
27744852,Altbauwohnung Weißensee,82160071,Nicole,Pankow,Weißensee,52.55712,13.45583,Entire home/apt,35,4,8,2019-02-26,0.54,1,0
27745921,Berlin Friedrichshain ruhige Lage Simon-Dach-Kiez,204233515,Jana,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51189,13.46228,Private room,35,1,56,2019-11-11,3.68,1,4
27746914,Bright and Cozy room at beautiful Tempelhof,203327706,Máté,Neukölln,Schillerpromenade,52.4779,13.42013,Private room,25,2,40,2019-10-02,2.67,1,3
27752124,Helles schönes Zimmer in zentraler Lage,149376247,Valeria,Mitte,Moabit West,52.52595,13.3341,Private room,23,1,1,2018-09-06,0.07,2,0
27752857,Beautiful two rooms flat near Kudamm,74001027,Iga,Tempelhof - Schöneberg,Schöneberg-Nord,52.49158,13.36339,Entire home/apt,50,1,20,2019-10-07,1.50,2,23
27756669,Artist Loft with Garden/ Berlin City center,1423501,Fabia,Mitte,Osloer Straße,52.55894,13.39113,Entire home/apt,85,3,41,2019-11-10,2.90,1,47
27757189,two Rooms and a Garden,193655055,Mariam,Neukölln,Rixdorf,52.48121,13.44073,Entire home/apt,65,5,7,2019-05-28,0.47,1,0
27758812,Beautiful Spacious Flat in Schöneberg,44456657,Ahmet Mustafa,Tempelhof - Schöneberg,Schöneberg-Nord,52.49074,13.35374,Entire home/apt,95,4,4,2019-10-27,1.97,1,70
27766780,Need a time out? Here is the perfect spot.,209649631,Elisabeth,Pankow,Buchholz,52.59847,13.43318,Entire home/apt,60,2,3,2018-09-19,0.20,1,0
27768328,Perfect place to visit Berlin,76067350,Momtez,Lichtenberg,Frankfurter Allee Süd,52.50729,13.48268,Entire home/apt,40,2,6,2018-10-07,0.41,1,14
27769256,Ruhiges Gästezimmer in einem typisch Berliner Kiez,209666936,M. Florian,Tempelhof - Schöneberg,Friedenau,52.46913,13.32288,Private room,17,3,17,2019-11-08,1.20,1,289
27769927,"Bright & bohemian 2,5room apartment",73040486,Katharina,Mitte,Moabit West,52.53174,13.33654,Entire home/apt,51,2,3,2019-04-07,0.21,1,0
27770523,Most beautiful spacious room in Friedrichshain,59339802,Bella,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Nord,52.51981,13.43984,Private room,45,1,7,2019-08-11,0.47,1,86
27771303,Maison Moabit,9051975,Maximilian,Mitte,Moabit West,52.52735,13.32594,Private room,39,1,23,2019-11-03,1.54,1,89
27773813,☆ Top-Zimmer Wohlfühlen Wilmersdorf / Steglitz  ☆,9803219,Nico,Charlottenburg-Wilm.,Wiesbadener Straße,52.47004,13.31322,Private room,39,1,11,2019-10-13,0.74,1,135
27774411,bright room with balcony in Prenzlauer Berg,61535975,Nija-Maria,Pankow,Prenzlauer Berg Nordwest,52.55085,13.41349,Private room,50,2,3,2018-10-05,0.21,1,0
27774419,Berlin: cosy studio,162204203,Simon,Mitte,Moabit West,52.53229,13.3263,Entire home/apt,50,2,12,2019-09-12,0.84,1,0
27776089,nice sunny room in Berlin Neukölln,209723700,Jan Philip,Neukölln,Britz,52.43992,13.44503,Private room,20,5,1,2018-08-29,0.07,1,0
27778029,Comfy & Cozy Room in Friedrichshain Best of Berlin,191418585,Jules,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.51728,13.43022,Private room,28,27,9,2019-09-13,0.61,2,68
27779896,Bright room with private balcony,82071533,Juliane,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50898,13.46242,Private room,45,2,24,2019-10-06,1.69,1,47
27780180,Huge Bright Charming Master Room + Private Balcony,3331520,Craig,Neukölln,Schillerpromenade,52.48284,13.42456,Private room,65,2,52,2019-10-05,3.60,1,6
27782423,Berlin Wohnung Kreuzberg,20607655,Stefanie,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.48829,13.4075,Entire home/apt,60,2,14,2019-06-06,1.19,1,0
